rvote	stt	eth	inc	age	sex	edu	mar	kid
1	6	1	3	4	1	2	1	2
1	6	1	5	2	1	5	1	1
0	48	2	3	3	2	3	2	1
1	5	1	3	3	1	2	1	1
NA	48	1	2	3	2	2	2	2
0	31	4	5	2	1	5	1	1
0	39	2	1	1	2	2	2	1
1	21	1	3	2	1	4	1	1
0	10	2	4	1	1	3	2	2
0	10	3	3	3	1	3	1	2
0	31	1	3	4	2	2	2	2
1	39	1	2	4	1	1	2	2
0	33	2	2	1	2	3	2	1
0	31	1	3	4	2	5	2	2
0	36	1	2	2	2	3	1	1
NA	39	1	NA	3	1	NA	1	2
0	34	1	2	4	2	3	2	2
0	31	1	3	4	2	2	1	2
0	41	1	4	3	1	4	2	2
1	43	1	1	4	2	2	1	2
1	36	1	2	3	2	2	2	2
1	31	NA	5	NA	1	5	NA	1
1	22	1	4	2	2	5	1	1
0	1	1	1	3	2	2	2	2
1	44	1	5	2	2	4	1	1
0	14	2	2	2	2	3	1	1
0	50	1	3	3	2	4	1	1
0	43	2	3	2	1	5	2	2
0	45	1	3	2	1	5	1	1
1	6	1	4	1	1	1	2	2
1	3	4	3	4	1	3	2	2
NA	5	3	3	2	1	3	1	1
1	38	1	2	2	1	1	1	2
0	5	1	3	4	2	2	2	2
0	5	1	4	2	1	5	2	2
1	5	1	4	1	1	2	2	1
0	20	1	2	3	2	2	1	2
0	39	1	4	2	2	2	1	2
1	10	1	NA	3	2	5	1	2
1	10	3	1	2	2	4	2	2
0	22	1	4	1	2	4	2	2
1	47	3	2	1	1	1	2	1
NA	47	1	NA	2	1	2	1	2
0	33	1	1	1	1	2	2	2
1	47	1	4	1	2	5	1	2
1	10	1	3	4	1	3	1	2
1	34	1	2	2	1	3	1	1
1	10	1	2	4	2	5	1	2
0	23	3	1	2	2	2	2	1
0	15	1	4	2	2	3	1	2
NA	1	1	2	3	2	2	1	2
0	4	1	4	4	2	2	1	2
0	24	1	3	4	1	5	1	2
0	44	2	3	3	2	4	2	2
0	26	1	3	2	2	4	1	1
1	25	1	3	3	1	4	1	1
1	14	1	1	4	1	2	2	2
1	16	1	3	2	2	3	1	2
1	10	1	2	3	2	2	2	2
1	50	1	3	3	1	2	1	2
1	43	1	2	3	2	2	1	2
1	3	1	4	2	1	3	1	1
1	5	1	3	3	1	2	2	2
0	5	1	4	2	2	5	1	2
0	21	2	4	3	1	2	1	1
1	21	1	3	4	1	5	1	2
NA	34	3	3	1	1	4	1	1
0	10	4	3	3	1	4	1	1
NA	21	2	3	2	2	3	2	1
1	22	1	4	2	2	2	1	2
0	30	1	5	3	1	5	1	2
0	34	1	4	2	2	4	1	1
0	39	1	3	1	1	2	1	1
1	34	1	3	1	1	2	1	1
0	14	1	3	1	2	1	1	1
1	1	1	3	4	1	3	1	2
0	1	1	2	1	1	3	1	2
1	44	1	3	4	2	2	1	2
0	43	1	4	2	1	5	1	1
0	24	2	2	3	2	2	2	2
0	26	NA	NA	NA	1	NA	NA	NA
1	50	1	4	3	2	3	1	2
NA	6	1	NA	NA	1	5	1	2
0	38	1	1	3	2	1	2	2
1	48	1	2	4	2	5	2	2
1	5	1	3	3	1	2	1	2
1	5	3	2	2	1	1	1	1
0	5	1	5	2	2	4	1	1
1	31	1	3	3	2	2	2	2
0	20	1	2	3	2	3	1	2
0	36	2	4	3	1	2	1	2
1	49	1	NA	3	2	2	2	2
1	36	1	3	2	1	3	1	1
0	10	4	NA	1	2	2	2	2
1	40	3	4	2	1	5	1	1
0	11	2	3	2	1	3	2	2
1	21	1	3	4	2	2	2	2
1	39	1	2	3	1	4	1	2
0	39	1	2	NA	2	4	2	2
0	33	4	NA	3	2	2	2	2
1	36	1	3	2	1	4	1	1
0	10	3	2	2	2	3	1	1
1	23	1	3	2	1	2	1	1
1	44	3	3	2	2	4	1	1
1	1	1	3	1	1	3	1	2
1	26	1	1	3	2	2	2	2
1	50	1	3	3	2	3	1	1
1	16	1	1	1	2	3	2	2
1	26	1	3	3	2	3	2	2
NA	26	1	3	3	2	4	2	2
1	37	4	2	2	2	3	1	1
0	44	3	3	3	1	2	2	1
0	44	2	3	2	1	3	2	2
0	3	2	3	1	2	2	2	1
1	48	1	4	2	2	5	1	1
NA	5	3	3	2	1	1	1	1
1	5	1	5	2	2	5	1	1
1	5	1	2	3	1	3	2	2
1	20	1	4	3	1	3	1	2
1	39	1	5	2	1	3	1	1
0	36	1	3	3	2	4	2	2
0	23	1	3	2	1	4	2	1
NA	8	3	1	1	1	4	2	1
0	36	1	NA	3	2	2	1	2
1	40	1	1	3	1	1	2	2
NA	22	1	NA	4	2	2	2	1
1	22	1	NA	3	1	4	1	2
1	47	1	NA	2	2	2	1	1
0	33	1	1	1	1	3	2	2
1	39	1	4	2	2	4	1	1
0	23	1	3	2	1	4	1	1
0	46	1	2	1	1	2	2	2
0	47	NA	NA	NA	1	NA	NA	NA
NA	10	1	2	2	1	3	2	2
1	31	1	4	2	1	3	2	2
0	18	1	1	3	2	5	2	2
0	7	1	2	1	2	5	2	2
NA	23	4	NA	3	2	1	1	1
NA	15	1	3	2	2	2	1	2
1	15	1	2	4	1	1	1	2
0	1	1	3	2	2	2	1	2
1	19	1	3	3	2	4	1	2
1	28	1	4	2	1	5	1	1
0	4	1	5	2	1	4	2	1
0	25	1	3	3	2	4	2	2
1	44	1	3	2	1	3	2	1
0	10	1	4	4	1	5	1	2
1	44	2	2	2	1	5	2	2
NA	19	2	3	2	2	3	1	1
1	45	1	3	1	2	3	1	1
0	5	1	4	2	2	5	1	1
1	38	1	4	3	1	4	1	2
0	5	1	4	3	2	4	2	2
1	5	1	4	3	1	5	1	1
0	33	1	4	4	2	5	2	2
0	39	4	3	3	1	4	2	2
0	39	2	4	2	2	4	2	1
0	36	3	2	1	2	2	2	2
1	36	1	2	1	2	4	1	1
1	36	1	3	3	2	2	1	2
1	11	1	NA	3	2	5	1	2
NA	10	1	4	3	2	2	1	2
1	41	1	3	1	1	3	1	2
1	33	1	4	3	1	4	1	2
0	10	2	3	1	2	3	2	1
1	31	1	3	2	2	2	1	1
1	50	1	3	2	2	3	2	2
1	37	1	3	2	1	4	2	2
1	37	1	3	3	2	3	1	2
1	44	3	3	1	1	5	1	1
1	37	1	2	2	2	3	2	1
NA	44	3	1	2	2	1	1	1
1	44	1	4	3	2	4	2	2
1	27	1	5	3	2	3	1	2
NA	45	1	1	2	2	2	2	1
0	6	1	3	3	1	5	1	2
0	38	1	3	1	2	5	1	2
0	5	1	2	3	2	4	1	2
1	7	1	5	3	1	5	1	2
1	20	1	3	3	2	4	1	1
0	20	1	3	2	2	3	1	1
1	36	1	3	3	2	4	1	2
1	23	1	3	3	1	2	1	2
NA	21	1	3	2	1	2	1	1
0	10	3	3	2	1	5	2	2
0	39	1	4	2	2	4	1	1
NA	39	1	1	4	2	2	2	2
1	11	1	3	3	2	2	2	2
1	11	1	4	3	1	5	1	2
0	39	1	NA	NA	2	5	2	1
1	33	3	5	2	1	4	1	2
0	10	4	2	4	2	2	2	2
0	34	1	4	4	2	5	1	2
0	44	2	3	2	1	2	1	1
0	44	1	4	3	1	4	1	2
0	26	1	2	4	2	5	2	2
0	44	3	2	4	2	3	1	2
1	44	1	3	3	2	3	2	2
0	4	1	4	3	2	5	1	1
1	14	1	NA	4	2	2	1	2
1	44	1	5	2	1	5	1	2
1	45	3	3	1	2	3	1	1
1	32	3	3	1	2	2	1	1
1	32	NA	NA	3	1	5	2	2
1	5	1	3	3	2	3	2	2
0	5	2	3	2	1	4	1	2
0	38	1	3	3	2	2	1	2
1	48	1	3	2	1	3	2	2
0	5	3	2	2	1	2	1	1
1	20	1	3	2	1	2	1	2
1	33	1	5	3	1	4	1	1
1	23	1	5	2	1	5	1	1
0	49	1	3	1	2	5	1	1
0	23	2	3	2	2	5	1	1
1	10	1	3	1	1	3	1	2
1	22	1	3	3	1	3	1	1
0	23	1	3	1	1	3	1	1
0	47	1	3	2	1	4	1	2
0	39	1	1	4	2	1	2	2
0	31	1	3	4	2	5	2	2
0	34	1	NA	4	2	2	1	2
1	39	1	2	3	2	2	2	1
1	10	1	1	4	2	2	2	2
0	46	1	3	2	2	3	2	2
0	39	3	2	2	2	2	2	1
0	33	1	3	3	2	2	2	2
0	33	1	4	3	1	4	1	1
1	10	1	2	2	2	3	1	1
1	36	1	2	3	2	2	2	2
0	10	1	5	4	2	3	2	2
1	24	1	3	4	2	5	1	2
0	1	1	3	3	2	4	1	1
1	26	1	2	3	2	2	1	2
1	28	1	5	2	2	4	1	1
1	26	1	2	4	1	1	1	2
1	4	1	3	2	2	2	1	2
0	14	2	4	1	2	2	2	1
1	14	1	NA	3	1	3	1	2
1	14	1	2	2	2	5	1	1
1	26	1	3	3	2	5	1	2
1	45	1	3	3	2	3	1	2
1	45	1	1	3	2	3	1	2
0	5	3	3	2	1	3	2	2
1	5	1	3	3	2	2	2	2
0	20	1	2	2	2	2	1	1
0	23	2	3	3	2	3	2	2
0	36	1	2	4	1	5	1	2
1	36	1	4	2	1	3	1	1
1	47	1	2	3	2	2	1	2
0	11	2	NA	1	2	3	2	2
1	23	1	4	3	1	3	1	1
0	31	1	4	3	2	3	2	2
0	33	1	4	3	2	5	1	1
1	47	1	5	3	1	4	2	2
0	47	3	2	2	2	2	1	1
1	47	1	3	2	1	2	1	2
0	47	1	2	3	2	3	2	2
1	41	2	3	2	1	3	1	2
0	10	2	2	1	2	3	2	1
1	10	1	3	4	1	3	1	2
1	15	1	4	1	2	5	1	1
0	24	1	4	3	1	5	1	1
0	1	1	1	3	1	3	2	2
1	1	1	2	4	1	3	1	2
1	28	1	3	1	2	5	2	1
1	37	1	2	3	1	2	1	1
0	17	1	3	4	2	5	1	2
0	50	1	NA	4	2	1	1	2
0	27	1	3	3	2	5	1	2
0	6	1	4	3	1	4	2	2
0	5	1	3	1	2	3	2	2
0	5	1	NA	1	1	3	2	2
0	5	1	2	3	2	5	2	2
0	5	1	5	3	1	5	1	1
0	7	1	3	3	2	2	1	2
0	39	2	3	2	1	2	2	2
0	23	4	1	3	2	3	2	1
NA	34	3	1	3	1	1	1	2
0	10	1	4	1	2	3	2	2
1	18	1	4	2	2	3	1	1
0	31	2	3	1	1	4	2	1
0	34	1	1	4	2	3	2	1
0	39	1	3	3	2	2	1	1
0	31	1	4	2	1	4	2	2
1	47	1	3	1	1	3	2	1
0	41	2	3	1	2	4	1	1
1	14	1	4	3	1	4	1	2
0	24	1	3	3	2	3	1	2
1	44	1	2	2	2	1	1	2
0	4	1	4	2	2	5	2	2
1	24	1	3	2	1	3	1	1
0	16	1	3	3	2	2	1	2
0	25	4	3	4	1	4	1	2
NA	14	1	3	3	1	2	1	1
1	50	1	3	2	1	4	1	1
1	43	1	4	2	1	2	1	2
0	6	3	NA	1	2	2	1	1
0	5	3	1	4	2	3	2	2
0	5	3	3	3	1	2	2	2
0	48	1	3	3	2	2	1	1
0	5	1	3	3	2	4	2	2
0	5	4	NA	4	1	5	2	1
0	5	2	2	1	2	2	2	1
1	29	1	3	2	2	5	1	1
0	5	1	2	3	2	3	2	2
1	20	4	3	2	1	4	1	1
0	39	2	3	1	2	3	2	2
1	23	1	3	3	2	3	1	1
1	34	1	4	2	2	4	1	1
1	36	1	3	2	2	4	1	1
0	11	2	3	3	2	2	1	2
1	21	1	3	2	2	3	1	1
1	22	1	5	3	1	5	1	2
1	23	1	3	4	2	3	1	2
NA	18	1	2	3	2	2	1	2
1	33	1	NA	4	2	2	2	2
NA	34	2	3	3	1	3	2	2
NA	39	1	1	2	1	1	2	2
0	23	1	4	3	2	2	1	1
0	23	1	3	2	2	4	1	1
0	41	2	1	3	2	3	2	1
0	39	1	4	3	1	4	1	1
0	39	1	3	1	1	5	1	1
1	41	1	3	3	2	1	1	2
0	22	1	5	2	2	4	1	1
1	15	2	1	3	2	4	2	2
0	14	1	2	1	1	4	2	2
1	19	1	3	3	1	4	2	2
1	50	1	4	2	2	3	1	1
0	14	4	1	3	1	3	2	1
NA	35	1	4	2	1	3	1	2
1	48	1	3	4	1	3	2	2
1	48	1	3	3	1	5	2	2
0	5	4	5	3	1	5	1	1
NA	5	3	3	1	1	3	2	1
1	23	3	3	2	1	2	2	1
1	10	1	2	1	2	2	1	1
NA	11	1	3	4	2	2	1	2
0	11	3	2	2	1	2	1	1
0	22	1	2	3	2	3	2	2
1	36	1	NA	4	2	NA	NA	NA
NA	10	3	4	2	1	5	2	1
NA	23	1	3	3	1	3	1	1
1	18	1	3	2	1	3	2	2
0	36	2	3	1	2	4	2	2
1	11	1	2	4	1	2	1	2
1	11	1	4	3	2	5	1	2
1	10	1	1	4	1	2	1	2
1	15	1	2	3	2	1	2	2
0	39	1	3	2	2	2	1	1
1	33	1	2	3	2	5	2	2
1	41	1	4	2	1	5	1	1
0	11	4	3	3	1	3	1	2
1	34	1	NA	4	2	4	2	2
1	10	1	4	2	1	5	2	2
1	44	1	NA	1	1	3	2	2
NA	44	1	3	2	2	5	2	1
0	50	1	3	2	2	5	1	1
1	1	1	3	3	2	2	1	2
0	4	1	1	4	1	1	2	2
NA	43	1	3	3	1	3	2	2
0	10	2	3	3	2	2	1	2
1	43	1	NA	4	2	4	2	2
0	5	1	NA	3	2	5	1	2
0	39	1	4	3	2	4	1	1
1	23	1	5	3	2	4	1	1
0	21	2	4	3	2	2	1	2
0	36	1	2	3	2	4	1	2
1	34	1	2	3	2	2	1	2
1	39	NA	NA	3	2	4	NA	NA
0	36	1	1	3	2	2	2	1
1	22	1	4	3	1	5	1	2
1	22	1	5	3	1	5	1	1
0	39	1	1	2	2	2	2	1
1	39	1	NA	3	2	4	1	2
1	10	1	2	3	2	1	1	2
NA	10	1	4	3	2	3	1	2
0	10	1	3	3	1	5	2	2
1	39	1	2	3	1	1	1	2
0	10	4	2	2	1	3	1	1
0	19	2	3	3	2	4	2	1
NA	44	3	1	1	1	2	1	1
0	50	1	4	3	2	5	1	2
1	26	1	3	4	1	5	1	2
0	25	3	3	1	2	1	1	2
1	50	3	2	3	2	2	1	2
0	50	1	3	3	2	4	1	1
0	14	1	4	3	2	5	2	2
1	25	1	2	3	2	2	2	2
0	24	1	3	4	2	2	2	2
1	26	1	4	1	1	2	2	2
NA	32	3	1	4	1	1	2	2
0	6	1	2	3	2	3	2	1
0	5	1	5	2	1	4	2	2
0	5	1	NA	4	2	5	1	2
1	29	1	2	1	2	5	2	2
1	20	1	4	3	1	5	1	2
1	21	1	NA	2	1	5	1	1
1	36	1	3	3	1	2	1	2
1	21	2	1	3	1	1	2	2
1	43	1	3	2	1	4	1	1
0	36	NA	3	3	1	3	1	1
1	47	1	3	4	2	1	2	2
1	18	1	1	3	2	5	2	2
1	36	1	NA	1	1	3	2	2
1	34	1	NA	4	1	5	1	2
NA	11	1	1	4	2	2	2	2
0	15	1	5	3	1	5	1	2
0	15	1	2	3	2	3	2	2
0	14	1	NA	4	2	2	1	2
1	26	1	1	2	1	3	1	2
0	16	1	2	4	2	2	2	2
1	25	1	1	3	2	3	2	2
1	14	1	NA	3	1	3	2	2
0	14	2	4	3	1	4	1	1
0	14	2	NA	1	1	1	2	1
1	14	1	4	2	1	5	1	1
1	6	1	3	2	2	2	2	1
1	27	1	3	3	2	3	1	1
0	45	1	2	4	2	2	1	2
1	38	1	3	3	1	3	1	1
0	48	1	2	3	2	3	2	1
1	33	1	5	2	1	5	1	1
1	23	1	3	3	2	5	1	2
1	33	1	3	2	2	5	1	1
0	36	1	1	4	2	2	2	2
1	22	1	4	1	1	4	2	2
0	47	1	2	4	2	1	1	2
1	47	1	4	3	1	4	1	1
0	23	1	NA	4	1	2	2	2
1	22	1	3	2	2	4	2	2
0	33	1	3	3	1	5	2	2
0	39	1	1	1	1	2	2	2
NA	39	1	4	1	2	2	2	1
1	11	1	5	3	2	5	1	1
0	22	1	NA	3	2	5	2	1
NA	15	1	NA	4	2	2	1	2
0	39	1	3	3	2	5	2	2
0	7	4	4	2	2	4	1	2
1	41	1	4	2	1	4	1	1
0	43	1	4	3	2	4	1	2
0	11	2	3	3	2	4	1	2
0	15	1	2	2	2	3	2	1
0	15	1	4	2	2	4	1	2
0	1	2	2	2	2	2	1	1
1	24	1	3	4	1	3	1	2
0	4	1	4	2	2	4	1	2
1	44	1	4	4	2	5	2	2
1	16	1	2	2	2	3	1	1
0	44	1	4	2	1	2	2	2
0	4	1	2	2	1	2	1	1
1	44	1	2	4	2	3	2	2
0	6	3	3	2	2	2	2	2
1	3	1	4	3	2	2	2	1
1	5	4	NA	1	2	3	2	2
0	5	1	2	4	2	3	2	2
0	5	3	NA	3	1	1	1	1
1	34	1	3	2	2	3	1	1
0	36	1	2	3	2	5	2	2
1	11	1	3	2	1	5	1	1
0	47	1	3	3	2	5	2	2
1	34	1	2	2	2	2	1	1
0	33	1	3	3	2	3	2	2
NA	39	2	1	3	2	1	2	1
NA	11	NA	4	2	1	5	2	2
1	46	1	5	3	1	5	2	2
0	10	1	4	2	2	4	1	1
1	1	1	4	3	1	4	1	2
0	14	1	2	1	2	3	2	2
0	1	1	3	3	2	3	2	2
0	50	1	4	3	2	4	1	1
1	44	1	3	4	1	5	2	2
1	19	1	3	3	2	3	1	1
1	50	1	4	3	1	2	1	2
1	37	2	1	2	2	2	2	1
1	44	1	3	3	1	3	1	2
1	28	1	3	3	1	2	1	1
1	6	1	2	3	1	3	2	2
1	3	1	4	3	2	3	1	1
1	5	1	5	2	1	2	2	2
1	38	1	3	3	1	3	1	2
1	5	1	3	4	1	3	2	2
NA	5	1	NA	4	1	2	2	2
1	7	1	4	3	1	3	2	1
NA	33	1	NA	4	1	5	1	2
1	23	1	5	2	1	5	1	1
NA	21	1	3	2	1	3	2	2
1	40	1	4	3	1	4	1	2
0	39	1	4	1	2	3	2	2
0	33	1	1	4	2	2	2	2
0	31	1	3	2	2	3	1	1
1	39	1	NA	4	2	2	2	2
0	7	1	3	4	1	4	1	2
0	41	1	NA	1	2	NA	2	2
0	43	1	NA	4	2	NA	2	2
0	11	2	2	1	1	2	2	1
0	36	1	3	4	2	4	1	2
0	10	1	3	3	2	3	1	2
0	31	2	3	3	1	3	1	1
NA	44	2	3	3	1	5	2	2
1	18	1	3	2	1	4	1	1
0	14	4	3	2	2	4	2	2
0	4	1	5	3	1	5	2	2
1	16	1	4	4	1	2	1	2
1	37	1	3	3	2	2	1	2
NA	14	1	5	3	1	4	2	2
1	14	1	3	1	2	4	2	2
1	10	1	4	3	1	3	1	2
0	43	2	4	3	1	3	1	2
0	44	1	2	3	2	1	1	2
1	37	1	3	2	1	4	2	1
1	6	NA	NA	2	2	NA	1	NA
0	3	1	4	2	2	4	2	1
0	48	1	3	2	2	5	2	2
1	5	1	2	2	2	3	2	1
0	38	1	4	3	1	4	1	2
1	31	1	3	2	1	3	1	1
1	20	1	NA	1	1	3	2	1
NA	23	2	1	4	1	1	2	2
0	34	1	3	1	2	4	2	2
1	47	1	4	3	2	3	1	2
1	10	1	2	4	2	3	2	2
0	22	1	3	1	1	4	2	2
0	43	2	2	2	2	2	2	1
0	36	1	1	4	1	3	2	2
1	39	1	3	2	1	5	1	2
1	18	1	3	2	2	2	1	1
1	34	1	4	4	1	3	1	2
1	39	1	3	4	2	2	1	2
0	39	2	3	2	2	4	1	1
0	33	2	3	2	2	2	1	1
1	11	1	4	3	1	4	1	1
1	18	1	3	2	1	2	1	1
0	1	2	3	1	1	5	2	2
1	44	1	4	3	1	3	1	1
1	28	1	2	4	2	3	2	2
0	26	1	4	2	1	5	2	2
1	44	1	3	3	1	2	2	2
0	26	1	3	2	2	5	1	1
NA	17	1	1	1	2	3	2	1
1	16	1	3	3	2	2	1	2
0	44	2	4	1	1	2	2	2
1	24	1	4	2	1	4	1	1
NA	10	1	3	4	1	4	2	1
NA	5	1	NA	4	2	4	1	2
0	5	1	3	2	2	5	2	2
0	5	1	3	2	1	4	2	1
0	39	2	2	2	2	2	2	1
NA	34	1	3	3	2	5	2	2
1	49	1	NA	4	2	3	1	2
1	40	1	1	4	1	3	2	2
0	22	1	3	3	2	5	1	2
1	22	1	3	2	2	3	1	1
0	23	4	3	3	1	4	1	1
0	39	1	3	3	2	3	1	2
0	39	1	3	2	2	5	1	2
0	39	1	2	4	1	1	1	1
1	33	1	3	4	2	3	1	2
0	31	4	3	2	2	4	1	1
1	11	1	2	4	1	3	1	2
0	19	2	1	1	2	2	2	1
1	44	1	1	4	2	4	2	2
0	44	1	3	3	2	5	2	2
1	28	3	1	1	1	1	2	1
0	26	1	3	4	1	2	2	2
1	26	1	3	2	1	3	1	1
0	25	2	3	2	1	4	2	2
0	16	1	2	4	2	2	2	2
0	24	2	3	3	2	3	1	2
1	50	1	3	1	2	2	2	1
1	3	2	1	2	2	4	2	1
1	48	1	1	4	2	3	2	2
0	5	1	3	4	2	5	2	2
0	31	1	4	3	2	4	1	2
NA	7	3	1	1	1	1	2	2
0	39	1	4	2	2	5	2	1
0	21	2	3	3	1	4	1	1
NA	36	1	1	4	2	1	1	2
1	10	1	3	4	2	5	1	2
NA	22	1	4	2	1	3	1	1
1	43	1	1	4	2	3	2	2
1	47	1	4	3	2	3	2	2
1	10	1	4	2	2	4	1	1
0	31	3	3	2	1	2	2	2
NA	31	1	4	2	1	4	2	2
1	11	1	2	4	2	2	2	2
0	39	1	2	3	2	2	1	2
1	34	1	5	3	1	5	1	2
0	11	2	3	3	2	4	2	2
NA	22	1	3	3	2	5	1	1
1	15	1	4	2	2	4	1	1
1	44	1	2	3	2	3	2	2
NA	44	1	2	4	1	2	1	2
1	28	1	2	3	2	2	1	2
1	26	1	2	4	2	1	2	1
0	25	1	3	2	1	5	1	1
0	50	1	NA	2	2	4	1	2
0	50	1	3	2	1	3	1	1
0	17	4	1	4	1	2	2	2
0	25	2	5	1	2	4	2	2
0	35	1	NA	4	2	3	1	2
0	14	1	4	3	1	3	1	2
0	37	1	2	2	2	2	2	2
1	48	1	2	3	1	3	2	2
0	5	NA	3	3	2	5	1	2
1	39	1	3	2	1	4	1	1
1	36	1	3	2	2	4	1	1
0	21	1	3	2	2	4	1	1
NA	40	1	2	4	2	2	2	2
1	43	1	3	2	1	4	1	1
0	22	1	3	3	2	5	2	2
1	36	1	5	2	1	4	1	1
0	39	1	2	3	2	2	2	2
1	39	1	NA	2	1	2	2	2
1	33	1	3	3	2	3	1	2
0	39	4	4	2	2	5	1	1
0	23	1	NA	3	1	3	2	2
1	36	1	3	1	1	4	2	2
1	15	1	2	2	2	4	2	2
NA	10	1	4	3	1	4	2	2
0	41	2	3	2	1	3	2	1
1	43	1	4	2	1	4	1	1
1	34	1	5	2	1	5	1	1
0	15	1	4	2	1	1	1	1
1	1	1	5	3	2	3	1	2
1	44	1	3	2	1	5	1	1
1	44	1	3	2	2	3	1	1
1	19	1	3	1	1	2	2	2
1	26	1	2	2	1	3	2	1
1	25	1	2	2	2	2	2	1
0	43	1	1	4	2	1	2	2
1	32	1	1	4	2	3	2	2
1	3	3	3	2	1	3	1	1
1	48	1	3	2	2	3	1	1
0	48	3	3	1	2	2	2	2
0	38	1	3	2	2	4	1	1
1	5	3	4	3	2	3	1	1
0	38	1	2	3	2	3	2	2
1	5	4	4	1	1	3	2	1
1	49	1	5	3	1	5	1	2
1	43	1	3	1	2	3	2	1
1	47	1	4	3	1	4	1	1
0	30	1	4	3	1	3	1	2
1	18	1	3	3	1	2	1	2
1	34	1	5	3	2	2	1	2
1	39	1	3	1	2	4	1	1
1	33	3	1	2	2	1	1	1
1	11	1	NA	4	2	2	1	2
0	33	1	5	2	1	2	1	1
0	33	1	5	1	1	2	2	2
0	7	1	3	3	2	3	2	2
1	31	1	4	2	2	4	1	1
NA	10	1	1	4	2	1	2	2
0	15	1	1	4	2	2	2	2
0	44	3	2	2	2	2	2	1
1	24	1	3	1	2	2	2	1
0	50	1	4	2	2	2	1	1
0	26	4	5	2	1	5	1	2
1	28	1	2	3	2	2	1	2
1	44	1	4	2	1	2	1	1
1	25	1	1	3	1	3	2	2
1	26	1	3	4	2	4	2	2
1	44	1	3	3	2	3	2	2
0	50	1	3	1	2	4	1	1
0	44	3	2	3	1	1	1	1
1	19	1	2	4	2	4	2	2
0	32	1	5	2	2	5	1	2
1	3	1	2	4	2	5	2	2
0	5	1	4	3	2	2	1	2
0	5	3	3	2	1	2	2	2
0	5	1	5	4	1	5	1	2
1	48	1	1	3	2	2	2	2
0	38	1	3	4	2	2	2	2
NA	5	1	5	4	1	5	1	2
1	5	1	3	4	2	4	1	2
NA	5	1	3	2	2	3	1	1
1	5	1	3	3	1	4	1	2
0	33	1	NA	2	1	5	1	1
0	39	1	3	3	1	4	1	1
NA	39	2	4	2	2	5	2	2
0	34	NA	NA	4	2	2	1	2
1	21	1	2	1	1	3	1	2
0	10	1	4	3	1	5	1	1
NA	21	1	3	2	1	4	1	1
1	10	2	1	4	1	1	2	2
1	30	1	3	3	1	1	1	2
1	39	1	4	3	2	4	2	2
0	22	1	4	3	2	5	1	2
0	47	1	4	2	1	5	1	1
1	11	1	3	2	1	5	1	1
0	33	1	3	3	1	4	1	2
1	39	1	3	3	2	5	1	1
1	10	1	3	3	2	4	2	2
1	15	1	4	3	2	2	1	2
0	11	2	3	4	1	3	1	2
0	15	3	1	1	2	1	1	1
1	44	3	3	1	2	4	1	1
0	24	1	2	4	2	2	2	2
1	24	1	4	3	1	4	1	1
0	44	1	2	3	2	4	2	1
1	44	1	3	2	1	1	2	2
0	44	3	2	1	1	4	2	1
0	50	1	2	2	1	4	2	2
1	14	1	4	2	2	4	1	1
0	48	1	3	3	2	4	2	1
0	5	3	1	3	2	4	2	2
1	48	1	2	1	2	2	2	2
1	5	1	4	3	2	4	1	2
1	5	1	1	4	2	3	2	2
1	5	1	NA	3	2	3	1	2
NA	5	1	1	2	2	3	2	1
0	7	1	3	4	2	2	2	2
0	33	1	4	2	2	5	1	2
1	33	4	3	2	1	1	2	1
1	33	1	4	3	1	3	1	2
1	7	1	3	4	2	2	2	2
1	41	1	2	4	2	3	2	2
0	15	2	2	4	2	3	1	2
1	44	3	2	2	1	1	1	1
0	44	2	1	1	2	3	2	1
1	24	1	NA	4	1	3	1	2
1	18	1	NA	4	2	5	2	2
1	44	1	3	4	2	4	1	2
1	37	1	2	4	2	4	2	2
1	26	1	2	2	1	2	2	2
1	26	1	2	4	1	4	1	2
1	50	1	3	2	1	5	1	1
0	14	1	3	3	2	2	1	2
1	16	1	3	2	2	3	1	1
0	35	1	4	4	2	4	1	2
0	44	3	3	4	2	5	2	2
1	17	1	3	3	2	3	1	2
1	44	1	3	2	2	4	1	1
0	14	1	4	3	2	5	1	2
1	4	1	3	2	2	2	1	1
NA	37	1	2	4	2	2	1	2
1	44	1	4	3	2	4	1	2
0	6	3	3	2	1	2	1	1
0	6	1	1	2	2	3	2	1
1	6	1	3	3	1	5	1	1
NA	5	3	5	2	1	3	1	1
0	38	1	3	4	2	5	1	2
NA	29	1	NA	4	2	2	2	2
1	29	3	NA	3	2	3	1	2
0	5	1	3	3	2	5	2	2
NA	5	1	2	4	2	3	1	2
0	36	1	1	2	2	2	2	2
1	10	1	3	3	1	5	2	2
0	22	1	5	3	1	5	1	2
1	33	1	3	4	2	3	1	2
NA	39	1	2	1	2	2	2	1
0	33	4	3	4	1	4	1	2
1	10	1	4	3	2	5	2	2
1	33	1	3	4	2	3	1	2
1	10	3	1	1	2	3	2	2
1	7	1	NA	3	2	5	1	2
1	41	1	3	1	2	1	1	2
1	43	3	3	1	2	2	1	1
1	33	2	1	1	2	3	2	2
1	15	1	2	4	1	2	1	2
0	50	1	NA	1	2	3	2	1
0	28	1	NA	3	2	2	1	1
0	26	1	2	4	1	3	2	2
1	25	1	3	1	2	3	1	1
0	50	1	3	3	1	5	1	2
0	43	2	1	2	2	3	2	1
